sample	TCGA-project	ABSOLUTE_Locallo2019
TCGA-76-4934-01	GBM	0.8
TCGA-76-6192-01	GBM	0.37
TCGA-76-6282-01	GBM	0.5
TCGA-76-6283-01	GBM	0.8
TCGA-76-6285-01	GBM	0.88
TCGA-76-6656-01	GBM	0.79
TCGA-76-6664-01	GBM	0.34
TCGA-81-5911-01	GBM	0.6
TCGA-87-5896-01	GBM	0.83
TCGA-OX-A56R-01	GBM	0.93
TCGA-RR-A6KB-01	GBM	0.42
TCGA-4P-AA8J-01	HNSC	0.34
TCGA-BA-4074-01	HNSC	0.36
TCGA-BA-4076-01	HNSC	0.62
TCGA-BA-4078-01	HNSC	0.82
TCGA-BA-5149-01	HNSC	0.47
TCGA-BA-5153-01	HNSC	0.74
TCGA-BA-5557-01	HNSC	0.28
TCGA-BA-5559-01	HNSC	0.73
TCGA-BA-6868-01	HNSC	0.61
TCGA-BA-6871-01	HNSC	0.52
TCGA-BA-7269-01	HNSC	0.57
TCGA-BA-A4IF-01	HNSC	0.86
TCGA-BA-A4IG-01	HNSC	0.38
TCGA-BA-A4II-01	HNSC	0.24
TCGA-BA-A6D8-01	HNSC	0.59
TCGA-BA-A6DA-01	HNSC	0.48
TCGA-BA-A6DB-01	HNSC	0.7
TCGA-BA-A6DD-01	HNSC	0.18
TCGA-BA-A6DE-01	HNSC	0.92
TCGA-BA-A6DF-01	HNSC	0.29
TCGA-BA-A6DG-01	HNSC	0.35
TCGA-BA-A6DJ-01	HNSC	0.49
TCGA-BA-A6DL-01	HNSC	0.28
TCGA-BB-4217-01	HNSC	0.48
TCGA-BB-4224-01	HNSC	0.6
TCGA-BB-4227-01	HNSC	0.73
TCGA-BB-8596-01	HNSC	0.84
TCGA-BB-8601-01	HNSC	0.72
TCGA-BB-A5HU-01	HNSC	0.33
TCGA-BB-A5HY-01	HNSC	0.59
TCGA-BB-A5HZ-01	HNSC	0.83
TCGA-BB-A6UO-01	HNSC	0.59
TCGA-C9-A47Z-01	HNSC	0.66
TCGA-C9-A480-01	HNSC	0.29
TCGA-CN-4723-01	HNSC	0.54
TCGA-CN-4725-01	HNSC	0.54
TCGA-CN-4726-01	HNSC	0.3
TCGA-CN-4727-01	HNSC	0.38
TCGA-CN-4728-01	HNSC	0.45
TCGA-CN-4729-01	HNSC	0.67
TCGA-CN-4730-01	HNSC	1
TCGA-CN-4731-01	HNSC	0.39
TCGA-CN-4735-01	HNSC	0.51
TCGA-CN-4736-01	HNSC	0.44
TCGA-CN-4738-01	HNSC	0.74
TCGA-CN-4739-01	HNSC	0.42
TCGA-CN-4740-01	HNSC	0.41
TCGA-CN-4741-01	HNSC	0.62
TCGA-CN-4742-01	HNSC	0.29
TCGA-CN-5355-01	HNSC	0.46
TCGA-CN-5356-01	HNSC	0.3
TCGA-CN-5358-01	HNSC	0.19
TCGA-CN-5360-01	HNSC	0.48
TCGA-CN-5363-01	HNSC	0.73
TCGA-CN-5364-01	HNSC	0.4
TCGA-CN-5367-01	HNSC	0.89
TCGA-CN-5369-01	HNSC	0.33
TCGA-CN-5370-01	HNSC	0.43
TCGA-CN-5373-01	HNSC	0.3
TCGA-CN-5374-01	HNSC	0.33
TCGA-CN-6010-01	HNSC	0.95
TCGA-CN-6012-01	HNSC	1
TCGA-CN-6013-01	HNSC	0.5
TCGA-CN-6016-01	HNSC	0.28
TCGA-CN-6017-01	HNSC	0.22
TCGA-CN-6018-01	HNSC	0.99
TCGA-CN-6019-01	HNSC	0.25
TCGA-CN-6020-01	HNSC	0.28
TCGA-CN-6023-01	HNSC	0.99
TCGA-CN-6024-01	HNSC	0.57
TCGA-CN-6988-01	HNSC	0.71
TCGA-CN-6989-01	HNSC	1
TCGA-CN-6992-01	HNSC	0.54
TCGA-CN-6995-01	HNSC	0.86
TCGA-CN-6998-01	HNSC	0.45
TCGA-CN-A497-01	HNSC	0.49
TCGA-CN-A498-01	HNSC	0.34
TCGA-CN-A49A-01	HNSC	0.67
TCGA-CN-A49B-01	HNSC	0.65
TCGA-CN-A49C-01	HNSC	0.25
TCGA-CN-A63T-01	HNSC	0.81
TCGA-CN-A63V-01	HNSC	0.31
TCGA-CN-A63W-01	HNSC	0.77
TCGA-CN-A63Y-01	HNSC	0.42
TCGA-CN-A641-01	HNSC	0.49
TCGA-CN-A6UY-01	HNSC	0.26
TCGA-CN-A6V1-01	HNSC	0.18
TCGA-CN-A6V3-01	HNSC	0.36
TCGA-CN-A6V7-01	HNSC	0.77
TCGA-CQ-5324-01	HNSC	0.66
TCGA-CQ-5326-01	HNSC	0.25
TCGA-CQ-5327-01	HNSC	0.24
TCGA-CQ-5329-01	HNSC	0.55
TCGA-CQ-5332-01	HNSC	0.49
TCGA-CQ-5333-01	HNSC	0.26
TCGA-CQ-6220-01	HNSC	0.95
TCGA-CQ-6223-01	HNSC	0.59
TCGA-CQ-6227-01	HNSC	0.54
TCGA-CQ-6229-01	HNSC	0.79
TCGA-CQ-7063-01	HNSC	0.41
TCGA-CQ-7065-01	HNSC	0.7
TCGA-CQ-7068-01	HNSC	0.63
TCGA-CQ-7069-01	HNSC	0.86
TCGA-CQ-7071-01	HNSC	0.48
TCGA-CQ-7072-01	HNSC	0.32
TCGA-CQ-A4C6-01	HNSC	0.36
TCGA-CQ-A4C9-01	HNSC	0.62
TCGA-CQ-A4CB-01	HNSC	0.21
TCGA-CQ-A4CD-01	HNSC	0.52
TCGA-CQ-A4CG-01	HNSC	0.22
TCGA-CQ-A4CI-01	HNSC	0.76
TCGA-CR-5247-01	HNSC	0.64
TCGA-CR-5248-01	HNSC	0.42
TCGA-CR-5250-01	HNSC	0.68
TCGA-CR-6467-01	HNSC	0.61
TCGA-CR-6470-01	HNSC	0.48
TCGA-CR-6472-01	HNSC	0.7
TCGA-CR-6473-01	HNSC	0.71
TCGA-CR-6477-01	HNSC	0.21
TCGA-CR-6478-01	HNSC	0.5
TCGA-CR-6480-01	HNSC	0.33
TCGA-CR-6481-01	HNSC	0.2
TCGA-CR-6482-01	HNSC	0.36
TCGA-CR-6484-01	HNSC	0.79
TCGA-CR-6487-01	HNSC	0.39
TCGA-CR-6488-01	HNSC	0.66
TCGA-CR-6491-01	HNSC	0.66
TCGA-CR-6493-01	HNSC	0.61
TCGA-CR-7364-01	HNSC	0.34
TCGA-CR-7365-01	HNSC	0.5
TCGA-CR-7367-01	HNSC	0.55
TCGA-CR-7368-01	HNSC	0.64
TCGA-CR-7369-01	HNSC	0.5
TCGA-CR-7370-01	HNSC	0.63
TCGA-CR-7372-01	HNSC	1
TCGA-CR-7373-01	HNSC	0.7
TCGA-CR-7374-01	HNSC	0.55
TCGA-CR-7376-01	HNSC	0.17
TCGA-CR-7377-01	HNSC	0.23
TCGA-CR-7379-01	HNSC	0.7
TCGA-CR-7380-01	HNSC	0.96
TCGA-CR-7382-01	HNSC	0.2
TCGA-CR-7383-01	HNSC	0.32
TCGA-CR-7385-01	HNSC	0.34
TCGA-CR-7386-01	HNSC	0.19
TCGA-CR-7388-01	HNSC	0.33
TCGA-CR-7389-01	HNSC	0.38
TCGA-CR-7394-01	HNSC	0.25
TCGA-CR-7395-01	HNSC	0.32
TCGA-CR-7397-01	HNSC	0.79
TCGA-CR-7399-01	HNSC	0.49
TCGA-CR-7401-01	HNSC	0.21
TCGA-CR-7402-01	HNSC	0.44
TCGA-CR-7404-01	HNSC	0.34
TCGA-CV-5432-01	HNSC	1
TCGA-CV-5435-01	HNSC	0.65
TCGA-CV-5436-01	HNSC	0.46
TCGA-CV-5439-01	HNSC	1
TCGA-CV-5441-01	HNSC	0.37
TCGA-CV-5442-01	HNSC	0.77
TCGA-CV-5443-01	HNSC	0.58
TCGA-CV-5444-01	HNSC	0.91
TCGA-CV-5966-01	HNSC	0.38
TCGA-CV-5970-01	HNSC	0.38
TCGA-CV-5971-01	HNSC	0.54
TCGA-CV-5976-01	HNSC	0.36
TCGA-CV-5977-01	HNSC	0.45
TCGA-CV-5978-01	HNSC	0.84
TCGA-CV-5979-01	HNSC	0.65
TCGA-CV-6003-01	HNSC	0.77
TCGA-CV-6441-01	HNSC	0.68
TCGA-CV-6933-01	HNSC	0.44
TCGA-CV-6934-01	HNSC	0.4
TCGA-CV-6935-01	HNSC	0.7
TCGA-CV-6936-01	HNSC	0.57
TCGA-CV-6939-01	HNSC	0.31
TCGA-CV-6940-01	HNSC	0.57
TCGA-CV-6942-01	HNSC	0.26
TCGA-CV-6943-01	HNSC	0.24
TCGA-CV-6945-01	HNSC	0.41
TCGA-CV-6948-01	HNSC	0.69
TCGA-CV-6950-01	HNSC	1
TCGA-CV-6951-01	HNSC	0.47
TCGA-CV-6952-01	HNSC	0.51
TCGA-CV-6953-01	HNSC	0.38
TCGA-CV-6954-01	HNSC	1
TCGA-CV-6955-01	HNSC	0.47
TCGA-CV-6956-01	HNSC	0.57
TCGA-CV-6959-01	HNSC	0.84
TCGA-CV-6960-01	HNSC	0.6
TCGA-CV-6961-01	HNSC	0.53
TCGA-CV-6962-01	HNSC	0.66
TCGA-CV-7090-01	HNSC	0.82
TCGA-CV-7091-01	HNSC	0.41
TCGA-CV-7099-01	HNSC	0.3
TCGA-CV-7100-01	HNSC	0.59
TCGA-CV-7101-01	HNSC	0.92
TCGA-CV-7102-01	HNSC	0.44
TCGA-CV-7104-01	HNSC	0.35
TCGA-CV-7177-01	HNSC	0.44
TCGA-CV-7178-01	HNSC	0.56
TCGA-CV-7183-01	HNSC	0.39
TCGA-CV-7235-01	HNSC	0.54
TCGA-CV-7238-01	HNSC	0.27
TCGA-CV-7242-01	HNSC	0.74
TCGA-CV-7243-01	HNSC	0.45
TCGA-CV-7245-01	HNSC	0.62
TCGA-CV-7247-01	HNSC	0.95
TCGA-CV-7248-01	HNSC	0.4
TCGA-CV-7250-01	HNSC	0.18
TCGA-CV-7252-01	HNSC	0.43
TCGA-CV-7254-01	HNSC	0.33
TCGA-CV-7255-01	HNSC	0.46
TCGA-CV-7261-01	HNSC	1
TCGA-CV-7263-01	HNSC	0.84
TCGA-CV-7406-01	HNSC	0.58
TCGA-CV-7407-01	HNSC	0.67
TCGA-CV-7410-01	HNSC	0.27
TCGA-CV-7411-01	HNSC	0.36
TCGA-CV-7413-01	HNSC	0.43
TCGA-CV-7418-01	HNSC	0.71
TCGA-CV-7421-01	HNSC	1
TCGA-CV-7422-01	HNSC	0.7
TCGA-CV-7423-01	HNSC	0.85
TCGA-CV-7424-01	HNSC	0.65
TCGA-CV-7425-01	HNSC	0.45
TCGA-CV-7427-01	HNSC	0.49
TCGA-CV-7429-01	HNSC	1
TCGA-CV-7430-01	HNSC	0.74
TCGA-CV-7432-01	HNSC	0.33
TCGA-CV-7433-01	HNSC	0.75
TCGA-CV-7434-01	HNSC	0.5
TCGA-CV-7435-01	HNSC	0.33
TCGA-CV-7437-01	HNSC	0.3
TCGA-CV-7438-01	HNSC	0.95
TCGA-CV-7440-01	HNSC	0.58
TCGA-CV-A45O-01	HNSC	0.33
TCGA-CV-A45P-01	HNSC	0.31
TCGA-CV-A45R-01	HNSC	0.33
TCGA-CV-A45U-01	HNSC	0.77
TCGA-CV-A45V-01	HNSC	0.38
TCGA-CV-A45W-01	HNSC	1
TCGA-CV-A45X-01	HNSC	0.84
TCGA-CV-A460-01	HNSC	0.31
TCGA-CV-A461-01	HNSC	0.42
TCGA-CV-A463-01	HNSC	0.53
TCGA-CV-A465-01	HNSC	0.76
TCGA-CV-A6JD-01	HNSC	0.61
TCGA-CV-A6JE-01	HNSC	0.45
TCGA-CV-A6JM-01	HNSC	0.58
TCGA-CV-A6JO-01	HNSC	0.27
TCGA-CV-A6JT-01	HNSC	0.5
TCGA-CV-A6JU-01	HNSC	0.25
TCGA-CV-A6JY-01	HNSC	0.64
TCGA-CV-A6JZ-01	HNSC	0.22
TCGA-CV-A6K1-01	HNSC	0.64
TCGA-CV-A6K2-01	HNSC	0.37
TCGA-CX-7085-01	HNSC	0.2
TCGA-CX-7086-01	HNSC	0.46
TCGA-CX-A4AQ-01	HNSC	0.48
TCGA-D6-6515-01	HNSC	0.19
TCGA-D6-6516-01	HNSC	0.4
TCGA-D6-6517-01	HNSC	0.25
TCGA-D6-6824-01	HNSC	0.22
TCGA-D6-6825-01	HNSC	0.41
TCGA-D6-6827-01	HNSC	0.74
TCGA-D6-8568-01	HNSC	0.31
TCGA-D6-A4ZB-01	HNSC	0.87
TCGA-D6-A6EK-01	HNSC	0.42
TCGA-D6-A6EP-01	HNSC	0.98
TCGA-D6-A6EQ-01	HNSC	0.84
TCGA-D6-A6ES-01	HNSC	0.7
TCGA-D6-A74Q-01	HNSC	0.47
TCGA-DQ-5624-01	HNSC	0.62
TCGA-DQ-5625-01	HNSC	0.4
TCGA-DQ-5629-01	HNSC	0.47
TCGA-DQ-5630-01	HNSC	0.26
TCGA-DQ-5631-01	HNSC	0.52
TCGA-DQ-7591-01	HNSC	0.68
TCGA-DQ-7592-01	HNSC	0.36
TCGA-DQ-7593-01	HNSC	0.3
TCGA-DQ-7596-01	HNSC	0.24
TCGA-F7-8298-01	HNSC	0.52
TCGA-F7-8489-01	HNSC	0.57
TCGA-F7-A50I-01	HNSC	0.25
TCGA-F7-A50J-01	HNSC	0.26
TCGA-F7-A61V-01	HNSC	0.41
TCGA-F7-A61W-01	HNSC	0.79
TCGA-F7-A620-01	HNSC	0.89
TCGA-F7-A622-01	HNSC	0.63
TCGA-F7-A624-01	HNSC	0.26
TCGA-H7-8501-01	HNSC	0.32
TCGA-H7-8502-01	HNSC	0.59
TCGA-H7-A76A-01	HNSC	0.24
TCGA-HD-7229-01	HNSC	0.58
TCGA-HD-7753-01	HNSC	0.46
TCGA-HD-7754-01	HNSC	0.66
TCGA-HD-7831-01	HNSC	0.85
TCGA-HD-8224-01	HNSC	0.62
TCGA-HD-8314-01	HNSC	0.44
TCGA-HD-8634-01	HNSC	0.73
TCGA-HD-8635-01	HNSC	0.31
TCGA-HD-A4C1-01	HNSC	0.23
TCGA-HD-A633-01	HNSC	0.48
TCGA-HD-A634-01	HNSC	0.63
TCGA-HD-A6I0-01	HNSC	0.55
TCGA-IQ-7630-01	HNSC	0.55
TCGA-IQ-7631-01	HNSC	0.22
TCGA-IQ-7632-01	HNSC	0.74
TCGA-IQ-A61E-01	HNSC	0.74
TCGA-IQ-A61H-01	HNSC	0.44
TCGA-IQ-A61I-01	HNSC	0.51
TCGA-IQ-A61K-01	HNSC	0.44
TCGA-IQ-A61L-01	HNSC	0.34
TCGA-IQ-A61O-01	HNSC	0.68
TCGA-IQ-A6SG-01	HNSC	0.37
TCGA-IQ-A6SH-01	HNSC	0.64
TCGA-KU-A66S-01	HNSC	0.23
TCGA-KU-A66T-01	HNSC	0.63
TCGA-KU-A6H7-01	HNSC	0.5
TCGA-KU-A6H7-06	HNSC	0.81
TCGA-KU-A6H8-01	HNSC	0.18
TCGA-MT-A51W-01	HNSC	0.86
TCGA-MT-A51X-01	HNSC	0.67
TCGA-MT-A67D-01	HNSC	0.6
TCGA-MT-A67F-01	HNSC	0.17
TCGA-MT-A67G-01	HNSC	0.28
TCGA-MT-A7BN-01	HNSC	0.46
TCGA-MZ-A6I9-01	HNSC	0.34
TCGA-MZ-A7D7-01	HNSC	0.53
TCGA-P3-A5Q6-01	HNSC	0.42
TCGA-P3-A5QE-01	HNSC	0.67
TCGA-P3-A5QF-01	HNSC	0.77
TCGA-P3-A6SW-01	HNSC	0.75
TCGA-P3-A6SX-01	HNSC	0.46
TCGA-P3-A6T0-01	HNSC	0.46
TCGA-P3-A6T2-01	HNSC	0.74
TCGA-P3-A6T3-01	HNSC	0.49
TCGA-P3-A6T4-01	HNSC	0.41
TCGA-P3-A6T5-01	HNSC	0.99
TCGA-P3-A6T6-01	HNSC	0.71
TCGA-P3-A6T7-01	HNSC	0.48
TCGA-P3-A6T8-01	HNSC	0.28
TCGA-QK-A652-01	HNSC	0.3
TCGA-QK-A6IF-01	HNSC	0.36
TCGA-QK-A6IG-01	HNSC	0.58
TCGA-QK-A6IH-01	HNSC	0.72
TCGA-QK-A6V9-01	HNSC	0.4
TCGA-QK-A6VC-01	HNSC	0.2
TCGA-QK-A8Z9-01	HNSC	0.41
TCGA-QK-A8ZA-01	HNSC	0.75
TCGA-QK-AA3K-01	HNSC	0.26
TCGA-RS-A6TO-01	HNSC	0.78
TCGA-RS-A6TP-01	HNSC	0.87
TCGA-T2-A6WX-01	HNSC	0.22
TCGA-T2-A6WZ-01	HNSC	0.69
TCGA-T2-A6X0-01	HNSC	0.51
TCGA-T2-A6X2-01	HNSC	0.27
TCGA-T3-A92M-01	HNSC	0.39
TCGA-T3-A92N-01	HNSC	0.64
TCGA-TN-A7HI-01	HNSC	0.66
TCGA-UF-A718-01	HNSC	0.46
TCGA-UF-A71A-06	HNSC	0.72
TCGA-UF-A71B-01	HNSC	0.5
TCGA-UF-A71D-01	HNSC	0.53
TCGA-UF-A71E-01	HNSC	0.65
TCGA-UF-A7J9-01	HNSC	0.3
TCGA-UF-A7JC-01	HNSC	0.62
TCGA-UF-A7JD-01	HNSC	0.36
TCGA-UF-A7JF-01	HNSC	0.95
TCGA-UF-A7JK-01	HNSC	0.57
TCGA-UF-A7JO-01	HNSC	0.47
TCGA-UF-A7JS-01	HNSC	0.44
TCGA-UF-A7JV-01	HNSC	0.22
TCGA-WA-A7GZ-01	HNSC	0.59
TCGA-WA-A7H4-01	HNSC	0.36
TCGA-KL-8323-01	KICH	0.87
TCGA-KL-8324-01	KICH	0.77
TCGA-KL-8325-01	KICH	0.95
TCGA-KL-8326-01	KICH	0.74
TCGA-KL-8327-01	KICH	0.8
TCGA-KL-8328-01	KICH	0.9
TCGA-KL-8329-01	KICH	0.67
TCGA-KL-8331-01	KICH	0.76
TCGA-KL-8332-01	KICH	0.63
TCGA-KL-8333-01	KICH	0.4
TCGA-KL-8335-01	KICH	0.81
TCGA-KL-8337-01	KICH	0.77
TCGA-KL-8339-01	KICH	0.88
TCGA-KL-8341-01	KICH	0.21
TCGA-KL-8342-01	KICH	0.72
TCGA-KL-8346-01	KICH	0.78
TCGA-KM-8439-01	KICH	0.22
TCGA-KM-8442-01	KICH	0.92
TCGA-KM-8476-01	KICH	0.77
TCGA-KM-8477-01	KICH	0.24
TCGA-KM-8639-01	KICH	0.54
TCGA-KN-8418-01	KICH	0.8
TCGA-KN-8419-01	KICH	0.72
TCGA-KN-8421-01	KICH	0.91
TCGA-KN-8423-01	KICH	0.83
TCGA-KN-8425-01	KICH	0.59
TCGA-KN-8426-01	KICH	0.74
TCGA-KN-8427-01	KICH	0.52
TCGA-KN-8428-01	KICH	0.77
TCGA-KN-8429-01	KICH	0.74
TCGA-KN-8431-01	KICH	0.83
TCGA-KN-8432-01	KICH	0.86
TCGA-KN-8433-01	KICH	0.82
TCGA-KN-8434-01	KICH	0.77
TCGA-KN-8435-01	KICH	0.87
TCGA-KN-8436-01	KICH	0.87
TCGA-KO-8404-01	KICH	0.65
TCGA-KO-8406-01	KICH	0.82
TCGA-KO-8408-01	KICH	0.82
TCGA-KO-8409-01	KICH	0.79
TCGA-KO-8410-01	KICH	0.61
TCGA-KO-8411-01	KICH	0.87
TCGA-KO-8413-01	KICH	0.61
TCGA-KO-8415-01	KICH	0.67
TCGA-KO-8416-01	KICH	0.87
TCGA-KO-8417-01	KICH	0.8
TCGA-3Z-A93Z-01	KIRC	0.38
TCGA-6D-AA2E-01	KIRC	0.26
TCGA-A3-3308-01	KIRC	0.23
TCGA-A3-3311-01	KIRC	1
TCGA-A3-3311-01	KIRC	0.37
TCGA-A3-3316-01	KIRC	0.87
TCGA-A3-3317-01	KIRC	0.34
TCGA-A3-3319-01	KIRC	1
TCGA-A3-3320-01	KIRC	0.33
TCGA-A3-3320-01	KIRC	0.56
TCGA-A3-3322-01	KIRC	0.42
TCGA-A3-3326-01	KIRC	0.18
TCGA-A3-3331-01	KIRC	0.39
TCGA-A3-3346-01	KIRC	0.49
TCGA-A3-3357-01	KIRC	0.39
TCGA-A3-3358-01	KIRC	0.23
TCGA-A3-3363-01	KIRC	0.68
TCGA-A3-3367-01	KIRC	0.68
TCGA-A3-3370-01	KIRC	0.46
TCGA-A3-3372-01	KIRC	0.42
TCGA-A3-3373-01	KIRC	0.46
TCGA-A3-3374-01	KIRC	0.6
TCGA-A3-3376-01	KIRC	0.22
TCGA-A3-3378-01	KIRC	0.21
TCGA-A3-3378-01	KIRC	0.39
TCGA-A3-3380-01	KIRC	0.58
TCGA-A3-3382-01	KIRC	0.6
TCGA-A3-3382-01	KIRC	0.62
TCGA-A3-3383-01	KIRC	0.64
TCGA-A3-3385-01	KIRC	0.78
TCGA-A3-3387-01	KIRC	0.58
TCGA-A3-A6NI-01	KIRC	0.64
TCGA-A3-A6NN-01	KIRC	0.66
TCGA-A3-A8CQ-01	KIRC	0.55
TCGA-A3-A8OU-01	KIRC	0.26
TCGA-A3-A8OV-01	KIRC	0.6
TCGA-A3-A8OW-01	KIRC	0.35
TCGA-A3-A8OX-01	KIRC	0.32
TCGA-AK-3427-01	KIRC	0.81
TCGA-AK-3427-01	KIRC	0.91
TCGA-AK-3440-01	KIRC	0.85
TCGA-AK-3440-01	KIRC	0.76
TCGA-AK-3443-01	KIRC	0.77
TCGA-AK-3443-01	KIRC	0.18
TCGA-AK-3444-01	KIRC	0.57
TCGA-AK-3444-01	KIRC	0.65
TCGA-AK-3447-01	KIRC	0.79
TCGA-AK-3447-01	KIRC	0.47
TCGA-AK-3453-01	KIRC	0.74
TCGA-AK-3455-01	KIRC	0.49
TCGA-AK-3465-01	KIRC	0.84
TCGA-AK-3465-01	KIRC	0.64
TCGA-AS-3777-01	KIRC	0.61
TCGA-AS-3778-01	KIRC	0.37
TCGA-B0-4823-01	KIRC	0.51
TCGA-B0-4827-01	KIRC	0.39
TCGA-B0-4842-01	KIRC	0.31
TCGA-B0-5077-01	KIRC	0.53
TCGA-B0-5081-01	KIRC	0.2
TCGA-B0-5084-01	KIRC	0.8
TCGA-B0-5085-01	KIRC	0.62
TCGA-B0-5092-01	KIRC	0.21
TCGA-B0-5094-01	KIRC	0.63
TCGA-B0-5095-01	KIRC	0.37
TCGA-B0-5096-01	KIRC	0.41
TCGA-B0-5097-01	KIRC	0.32
TCGA-B0-5098-01	KIRC	0.68
TCGA-B0-5099-01	KIRC	0.68
TCGA-B0-5100-01	KIRC	0.62
TCGA-B0-5102-01	KIRC	0.55
TCGA-B0-5107-01	KIRC	0.56
TCGA-B0-5108-01	KIRC	0.38
TCGA-B0-5110-01	KIRC	0.31
TCGA-B0-5115-01	KIRC	0.57
TCGA-B0-5116-01	KIRC	0.5
TCGA-B0-5119-01	KIRC	0.55
TCGA-B0-5120-01	KIRC	0.47
TCGA-B0-5121-01	KIRC	0.42
TCGA-B0-5400-01	KIRC	0.23
TCGA-B0-5690-01	KIRC	0.46
TCGA-B0-5691-01	KIRC	0.42
TCGA-B0-5692-01	KIRC	0.6
TCGA-B0-5693-01	KIRC	0.61
TCGA-B0-5695-01	KIRC	0.73
TCGA-B0-5697-01	KIRC	0.4
TCGA-B0-5698-01	KIRC	0.53
TCGA-B0-5701-01	KIRC	0.54
TCGA-B0-5703-01	KIRC	0.61
TCGA-B0-5709-01	KIRC	0.26
TCGA-B0-5710-01	KIRC	0.56
TCGA-B0-5711-01	KIRC	0.46
TCGA-B0-5712-01	KIRC	0.68
TCGA-B0-5713-01	KIRC	0.56
TCGA-B0-5812-01	KIRC	0.47
TCGA-B2-5633-01	KIRC	0.18
TCGA-B2-5633-01	KIRC	0.28
TCGA-B2-5633-01	KIRC	0.45
TCGA-B2-5635-01	KIRC	0.45
TCGA-B2-5635-01	KIRC	0.27
TCGA-B2-5639-01	KIRC	0.36
TCGA-B4-5377-01	KIRC	0.38
TCGA-B4-5378-01	KIRC	0.58
TCGA-B4-5834-01	KIRC	0.3
TCGA-B4-5835-01	KIRC	0.32
TCGA-B4-5836-01	KIRC	0.21
TCGA-B4-5843-01	KIRC	0.38
TCGA-B4-5844-01	KIRC	0.26
TCGA-B8-4146-01	KIRC	0.69
TCGA-B8-4153-01	KIRC	0.69
TCGA-B8-4621-01	KIRC	0.59
TCGA-B8-4622-01	KIRC	0.53
TCGA-B8-5158-01	KIRC	0.28
TCGA-B8-5162-01	KIRC	0.33
TCGA-B8-5165-01	KIRC	0.23
TCGA-B8-5545-01	KIRC	0.47
TCGA-B8-5546-01	KIRC	0.19
TCGA-B8-5549-01	KIRC	0.49
TCGA-B8-5550-01	KIRC	0.61
TCGA-B8-5552-01	KIRC	0.39
TCGA-B8-5553-01	KIRC	0.44
TCGA-B8-A54D-01	KIRC	0.5
TCGA-B8-A54F-01	KIRC	0.56
TCGA-B8-A54G-01	KIRC	0.49
TCGA-B8-A54H-01	KIRC	0.47
TCGA-B8-A54I-01	KIRC	0.42
TCGA-B8-A54J-01	KIRC	0.4
TCGA-B8-A7U6-01	KIRC	0.33
TCGA-BP-4760-01	KIRC	0.18
TCGA-BP-4770-01	KIRC	0.69
TCGA-BP-4782-01	KIRC	0.43
TCGA-BP-4961-01	KIRC	0.44
TCGA-BP-4962-01	KIRC	0.24
TCGA-BP-4963-01	KIRC	0.5
TCGA-BP-4964-01	KIRC	0.63
TCGA-BP-4967-01	KIRC	0.71
TCGA-BP-4968-01	KIRC	0.32
TCGA-BP-4972-01	KIRC	0.63
TCGA-BP-4974-01	KIRC	0.36
TCGA-BP-4975-01	KIRC	0.63
TCGA-BP-4977-01	KIRC	0.45
TCGA-BP-4982-01	KIRC	0.45
TCGA-BP-4985-01	KIRC	0.4
TCGA-BP-4987-01	KIRC	0.62
TCGA-BP-4991-01	KIRC	0.54
TCGA-BP-4992-01	KIRC	0.33
TCGA-BP-4998-01	KIRC	0.41
TCGA-BP-4999-01	KIRC	0.44
TCGA-BP-5000-01	KIRC	0.42
TCGA-BP-5001-01	KIRC	0.62
TCGA-BP-5004-01	KIRC	0.36
TCGA-BP-5007-01	KIRC	0.68
TCGA-BP-5010-01	KIRC	0.23
TCGA-BP-5169-01	KIRC	0.26
TCGA-BP-5170-01	KIRC	0.45
TCGA-BP-5173-01	KIRC	0.47
TCGA-BP-5174-01	KIRC	0.53
TCGA-BP-5175-01	KIRC	0.91
TCGA-BP-5176-01	KIRC	0.41
TCGA-BP-5177-01	KIRC	0.48
TCGA-BP-5178-01	KIRC	0.94
TCGA-BP-5180-01	KIRC	0.72
TCGA-BP-5182-01	KIRC	0.41
TCGA-BP-5183-01	KIRC	0.64
TCGA-BP-5184-01	KIRC	0.51
TCGA-BP-5185-01	KIRC	0.56
TCGA-BP-5186-01	KIRC	0.5
TCGA-BP-5187-01	KIRC	0.24
TCGA-BP-5189-01	KIRC	0.48
TCGA-BP-5192-01	KIRC	0.2
TCGA-BP-5194-01	KIRC	0.41
TCGA-BP-5195-01	KIRC	0.41
TCGA-BP-5196-01	KIRC	0.3
TCGA-BP-5198-01	KIRC	0.34
TCGA-BP-5201-01	KIRC	0.26
TCGA-BP-5202-01	KIRC	0.63
TCGA-CJ-4869-01	KIRC	0.37
TCGA-CJ-4882-01	KIRC	0.29
TCGA-CJ-4900-01	KIRC	0.36
TCGA-CJ-4901-01	KIRC	0.27
TCGA-CJ-4902-01	KIRC	0.4
TCGA-CJ-4903-01	KIRC	0.48
TCGA-CJ-4904-01	KIRC	0.4
TCGA-CJ-4905-01	KIRC	0.22
TCGA-CJ-4907-01	KIRC	0.36
TCGA-CJ-4908-01	KIRC	0.32
TCGA-CJ-4912-01	KIRC	0.59
TCGA-CJ-4913-01	KIRC	0.49
TCGA-CJ-4923-01	KIRC	0.24
TCGA-CJ-5672-01	KIRC	0.4
TCGA-CJ-5675-01	KIRC	0.5
TCGA-CJ-5679-01	KIRC	0.64
