sample	TCGA-project	ABSOLUTE_Locallo2019
TCGA-DA-A1I8-06	SKCM	0.47
TCGA-DA-A1IA-06	SKCM	0.6
TCGA-DA-A1IC-06	SKCM	0.75
TCGA-DA-A3F2-06	SKCM	0.23
TCGA-DA-A3F3-06	SKCM	0.71
TCGA-DA-A3F5-06	SKCM	0.81
TCGA-DA-A3F8-06	SKCM	0.37
TCGA-DA-A95V-06	SKCM	0.6
TCGA-DA-A95W-06	SKCM	0.87
TCGA-DA-A95X-06	SKCM	0.84
TCGA-DA-A95Z-06	SKCM	0.57
TCGA-DA-A960-01	SKCM	0.85
TCGA-EB-A1NK-01	SKCM	0.47
TCGA-EB-A24C-01	SKCM	0.73
TCGA-EB-A24D-01	SKCM	0.74
TCGA-EB-A299-01	SKCM	0.64
TCGA-EB-A3XD-01	SKCM	0.46
TCGA-EB-A3XE-01	SKCM	0.49
TCGA-EB-A3Y6-01	SKCM	0.85
TCGA-EB-A3Y7-01	SKCM	0.53
TCGA-EB-A41B-01	SKCM	0.86
TCGA-EB-A42Y-01	SKCM	0.72
TCGA-EB-A42Z-01	SKCM	0.83
TCGA-EB-A431-01	SKCM	0.58
TCGA-EB-A44O-01	SKCM	0.78
TCGA-EB-A44P-01	SKCM	0.78
TCGA-EB-A44Q-06	SKCM	0.69
TCGA-EB-A4P0-01	SKCM	0.79
TCGA-EB-A4XL-01	SKCM	0.59
TCGA-EB-A51B-01	SKCM	0.54
TCGA-EB-A550-01	SKCM	0.29
TCGA-EB-A57M-01	SKCM	0.39
TCGA-EB-A5FP-01	SKCM	0.54
TCGA-EB-A5SG-06	SKCM	0.26
TCGA-EB-A5SH-06	SKCM	0.57
TCGA-EB-A5UN-06	SKCM	0.35
TCGA-EB-A5VV-06	SKCM	0.21
TCGA-EB-A6L9-06	SKCM	0.33
TCGA-EB-A6QY-01	SKCM	0.4
TCGA-EB-A6QZ-01	SKCM	0.85
TCGA-EB-A6R0-01	SKCM	0.61
TCGA-EB-A82B-01	SKCM	0.46
TCGA-EB-A85I-01	SKCM	0.51
TCGA-EB-A85J-01	SKCM	0.28
TCGA-EB-A97M-01	SKCM	0.69
TCGA-EE-A17X-06	SKCM	0.87
TCGA-EE-A17Y-06	SKCM	0.47
TCGA-EE-A17Z-06	SKCM	0.9
TCGA-EE-A180-06	SKCM	0.44
TCGA-EE-A181-06	SKCM	0.59
TCGA-EE-A182-06	SKCM	0.61
TCGA-EE-A184-06	SKCM	0.64
TCGA-EE-A185-06	SKCM	0.89
TCGA-EE-A20B-06	SKCM	0.47
TCGA-EE-A20F-06	SKCM	0.49
TCGA-EE-A20H-06	SKCM	0.89
TCGA-EE-A20I-06	SKCM	0.59
TCGA-EE-A29A-06	SKCM	0.85
TCGA-EE-A29B-06	SKCM	0.93
TCGA-EE-A29C-06	SKCM	0.58
TCGA-EE-A29D-06	SKCM	0.76
TCGA-EE-A29E-06	SKCM	0.86
TCGA-EE-A29G-06	SKCM	0.23
TCGA-EE-A29L-06	SKCM	0.85
TCGA-EE-A29M-06	SKCM	0.52
TCGA-EE-A29N-06	SKCM	0.28
TCGA-EE-A29P-06	SKCM	0.99
TCGA-EE-A29Q-06	SKCM	0.61
TCGA-EE-A29R-06	SKCM	0.64
TCGA-EE-A29T-06	SKCM	0.73
TCGA-EE-A29V-06	SKCM	0.69
TCGA-EE-A29W-06	SKCM	0.94
TCGA-EE-A29X-06	SKCM	0.56
TCGA-EE-A2A0-06	SKCM	0.21
TCGA-EE-A2A1-06	SKCM	0.78
TCGA-EE-A2A2-06	SKCM	0.6
TCGA-EE-A2A5-06	SKCM	0.75
TCGA-EE-A2GC-06	SKCM	0.46
TCGA-EE-A2GD-06	SKCM	0.37
TCGA-EE-A2GE-06	SKCM	0.87
TCGA-EE-A2GI-06	SKCM	1
TCGA-EE-A2GJ-06	SKCM	0.51
TCGA-EE-A2GK-06	SKCM	0.6
TCGA-EE-A2GL-06	SKCM	1
TCGA-EE-A2GM-06	SKCM	0.71
TCGA-EE-A2GN-06	SKCM	0.72
TCGA-EE-A2GO-06	SKCM	0.74
TCGA-EE-A2GP-06	SKCM	0.58
TCGA-EE-A2GR-06	SKCM	0.87
TCGA-EE-A2GS-06	SKCM	0.84
TCGA-EE-A2GT-06	SKCM	0.41
TCGA-EE-A2GU-06	SKCM	0.43
TCGA-EE-A2M7-06	SKCM	0.46
TCGA-EE-A2M8-06	SKCM	0.74
TCGA-EE-A2MC-06	SKCM	0.33
TCGA-EE-A2ME-06	SKCM	0.27
TCGA-EE-A2MG-06	SKCM	1
TCGA-EE-A2MH-06	SKCM	0.4
TCGA-EE-A2MI-06	SKCM	0.44
TCGA-EE-A2MK-06	SKCM	0.62
TCGA-EE-A2ML-06	SKCM	0.5
TCGA-EE-A2MP-06	SKCM	0.95
TCGA-EE-A2MQ-06	SKCM	0.7
TCGA-EE-A2MR-06	SKCM	0.62
TCGA-EE-A2MS-06	SKCM	1
TCGA-EE-A2MT-06	SKCM	0.17
TCGA-EE-A2MU-06	SKCM	0.26
TCGA-EE-A3AB-06	SKCM	0.49
TCGA-EE-A3AD-06	SKCM	0.56
TCGA-EE-A3AE-06	SKCM	0.62
TCGA-EE-A3AF-06	SKCM	0.58
TCGA-EE-A3AG-06	SKCM	0.84
TCGA-EE-A3J4-06	SKCM	0.83
TCGA-EE-A3J5-06	SKCM	0.93
TCGA-EE-A3J8-06	SKCM	0.85
TCGA-EE-A3JA-06	SKCM	0.36
TCGA-EE-A3JB-06	SKCM	0.49
TCGA-EE-A3JD-06	SKCM	0.28
TCGA-EE-A3JH-06	SKCM	1
TCGA-EE-A3JI-06	SKCM	0.48
TCGA-ER-A193-06	SKCM	0.44
TCGA-ER-A194-01	SKCM	0.61
TCGA-ER-A195-06	SKCM	0.58
TCGA-ER-A197-06	SKCM	0.57
TCGA-ER-A198-06	SKCM	0.32
TCGA-ER-A199-06	SKCM	1
TCGA-ER-A19C-06	SKCM	0.89
TCGA-ER-A19F-06	SKCM	0.62
TCGA-ER-A19G-06	SKCM	0.44
TCGA-ER-A19H-06	SKCM	0.64
TCGA-ER-A19J-06	SKCM	0.84
TCGA-ER-A19K-01	SKCM	0.59
TCGA-ER-A19L-06	SKCM	0.83
TCGA-ER-A19M-06	SKCM	0.48
TCGA-ER-A19N-06	SKCM	0.38
TCGA-ER-A19Q-06	SKCM	0.63
TCGA-ER-A19T-01	SKCM	0.7
TCGA-ER-A19T-06	SKCM	0.68
TCGA-ER-A19W-06	SKCM	0.38
TCGA-ER-A2NC-06	SKCM	0.71
TCGA-ER-A2ND-06	SKCM	0.95
TCGA-ER-A2NE-06	SKCM	0.9
TCGA-ER-A2NF-06	SKCM	0.37
TCGA-ER-A2NG-06	SKCM	0.3
TCGA-ER-A3ET-06	SKCM	0.56
TCGA-ER-A3EV-06	SKCM	0.57
TCGA-ER-A3PL-06	SKCM	1
TCGA-ER-A42H-01	SKCM	0.58
TCGA-ER-A42K-06	SKCM	0.77
TCGA-ER-A42L-06	SKCM	0.29
TCGA-FR-A2OS-01	SKCM	0.79
TCGA-FR-A3R1-01	SKCM	0.68
TCGA-FR-A3YN-06	SKCM	0.5
TCGA-FR-A3YO-06	SKCM	0.35
TCGA-FR-A44A-06	SKCM	0.41
TCGA-FR-A69P-06	SKCM	0.29
TCGA-FR-A726-01	SKCM	0.57
TCGA-FR-A728-01	SKCM	0.26
TCGA-FR-A729-06	SKCM	0.41
TCGA-FR-A7U8-06	SKCM	0.88
TCGA-FR-A7U9-06	SKCM	0.48
TCGA-FR-A7UA-06	SKCM	0.73
TCGA-FR-A8YC-06	SKCM	0.93
TCGA-FR-A8YD-06	SKCM	0.63
TCGA-FS-A1YW-06	SKCM	0.83
TCGA-FS-A1YX-06	SKCM	0.57
TCGA-FS-A1YY-06	SKCM	0.72
TCGA-FS-A1Z0-06	SKCM	0.54
TCGA-FS-A1Z3-06	SKCM	0.83
TCGA-FS-A1ZB-06	SKCM	0.47
TCGA-FS-A1ZC-06	SKCM	0.58
TCGA-FS-A1ZD-06	SKCM	0.65
TCGA-FS-A1ZF-06	SKCM	0.88
TCGA-FS-A1ZG-06	SKCM	0.85
TCGA-FS-A1ZH-06	SKCM	0.45
TCGA-FS-A1ZJ-06	SKCM	0.88
TCGA-FS-A1ZK-06	SKCM	0.85
TCGA-FS-A1ZP-06	SKCM	0.27
TCGA-FS-A1ZQ-06	SKCM	0.63
TCGA-FS-A1ZR-06	SKCM	0.82
TCGA-FS-A1ZS-06	SKCM	0.4
TCGA-FS-A1ZU-06	SKCM	0.84
TCGA-FS-A1ZY-06	SKCM	0.88
TCGA-FS-A1ZZ-06	SKCM	0.85
TCGA-FS-A4F2-06	SKCM	0.66
TCGA-FS-A4FD-06	SKCM	0.77
TCGA-FW-A3I3-06	SKCM	0.43
TCGA-FW-A3TU-06	SKCM	0.66
TCGA-FW-A3TV-06	SKCM	0.47
TCGA-FW-A5DX-01	SKCM	0.85
TCGA-FW-A5DY-06	SKCM	0.31
TCGA-GF-A2C7-01	SKCM	0.84
TCGA-GF-A3OT-06	SKCM	0.2
TCGA-GF-A4EO-06	SKCM	0.87
TCGA-GF-A6C8-06	SKCM	0.26
TCGA-GF-A6C9-06	SKCM	0.83
TCGA-GN-A264-06	SKCM	0.76
TCGA-GN-A265-06	SKCM	0.46
TCGA-GN-A266-06	SKCM	0.86
TCGA-GN-A267-06	SKCM	0.84
TCGA-GN-A268-06	SKCM	0.77
TCGA-GN-A26A-06	SKCM	0.42
TCGA-GN-A26C-01	SKCM	0.43
TCGA-GN-A26D-06	SKCM	1
TCGA-GN-A4U3-06	SKCM	0.85
TCGA-GN-A4U4-06	SKCM	0.37
TCGA-GN-A4U5-01	SKCM	0.3
TCGA-GN-A4U7-06	SKCM	0.71
TCGA-GN-A4U8-06	SKCM	0.35
TCGA-GN-A4U9-06	SKCM	0.86
TCGA-GN-A8LK-06	SKCM	0.89
TCGA-GN-A8LN-01	SKCM	0.38
TCGA-GN-A9SD-06	SKCM	0.91
TCGA-IH-A3EA-01	SKCM	0.74
TCGA-LH-A9QB-06	SKCM	0.82
TCGA-OD-A75X-06	SKCM	0.56
TCGA-QB-AA9O-06	SKCM	0.54
TCGA-RP-A690-06	SKCM	0.87
TCGA-RP-A693-06	SKCM	0.24
TCGA-RP-A694-06	SKCM	0.24
TCGA-RP-A695-06	SKCM	0.39
TCGA-W3-A824-06	SKCM	0.23
TCGA-W3-A828-06	SKCM	0.47
TCGA-W3-AA1O-06	SKCM	0.33
TCGA-W3-AA1Q-06	SKCM	0.5
TCGA-W3-AA1R-06	SKCM	0.77
TCGA-W3-AA1V-06	SKCM	0.71
TCGA-W3-AA1W-06	SKCM	0.19
TCGA-W3-AA21-06	SKCM	0.49
TCGA-WE-A8JZ-06	SKCM	0.74
TCGA-WE-A8K4-01	SKCM	0.33
TCGA-WE-A8K6-06	SKCM	0.52
TCGA-WE-A8ZM-06	SKCM	0.75
TCGA-WE-A8ZN-06	SKCM	0.31
TCGA-WE-A8ZQ-06	SKCM	0.91
TCGA-WE-A8ZX-06	SKCM	0.6
TCGA-WE-A8ZY-06	SKCM	0.71
TCGA-WE-AA9Y-06	SKCM	0.59
TCGA-WE-AAA0-06	SKCM	0.39
TCGA-WE-AAA3-06	SKCM	0.43
TCGA-WE-AAA4-06	SKCM	0.66
TCGA-XV-A9VZ-01	SKCM	0.2
TCGA-XV-AAZV-01	SKCM	0.5
TCGA-XV-AAZW-01	SKCM	0.81
TCGA-XV-AAZY-01	SKCM	0.24
TCGA-YD-A89C-06	SKCM	0.74
TCGA-YD-A9TB-06	SKCM	0.45
TCGA-YG-AA3O-06	SKCM	0.88
TCGA-YG-AA3P-06	SKCM	0.89
TCGA-Z2-A8RT-06	SKCM	0.55
TCGA-Z2-AA3S-06	SKCM	0.42
TCGA-Z2-AA3V-06	SKCM	0.46
TCGA-3M-AB46-01	STAD	0.59
TCGA-B7-5816-01	STAD	0.22
TCGA-B7-A5TI-01	STAD	0.57
TCGA-B7-A5TK-01	STAD	0.26
TCGA-BR-4183-01	STAD	0.27
TCGA-BR-4184-01	STAD	0.57
TCGA-BR-4187-01	STAD	0.45
TCGA-BR-4191-01	STAD	0.5
TCGA-BR-4201-01	STAD	0.24
TCGA-BR-4255-01	STAD	0.66
TCGA-BR-4256-01	STAD	0.2
TCGA-BR-4257-01	STAD	0.43
TCGA-BR-4267-01	STAD	0.59
TCGA-BR-4279-01	STAD	0.33
TCGA-BR-4280-01	STAD	0.23
TCGA-BR-4294-01	STAD	0.77
TCGA-BR-4362-01	STAD	0.48
TCGA-BR-4363-01	STAD	0.62
TCGA-BR-4366-01	STAD	0.48
TCGA-BR-4369-01	STAD	0.5
TCGA-BR-4371-01	STAD	0.5
TCGA-BR-6452-01	STAD	0.92
TCGA-BR-6453-01	STAD	0.18
TCGA-BR-6454-01	STAD	0.43
TCGA-BR-6455-01	STAD	0.28
TCGA-BR-6456-01	STAD	0.37
TCGA-BR-6458-01	STAD	0.79
TCGA-BR-6564-01	STAD	0.22
TCGA-BR-6565-01	STAD	0.58
TCGA-BR-6705-01	STAD	0.56
TCGA-BR-6706-01	STAD	0.28
TCGA-BR-6707-01	STAD	0.49
TCGA-BR-6709-01	STAD	0.28
TCGA-BR-6710-01	STAD	0.2
TCGA-BR-6801-01	STAD	0.73
TCGA-BR-6802-01	STAD	0.21
TCGA-BR-6803-01	STAD	0.34
TCGA-BR-7703-01	STAD	0.26
TCGA-BR-7715-01	STAD	0.92
TCGA-BR-7716-01	STAD	0.33
TCGA-BR-7717-01	STAD	0.41
TCGA-BR-7722-01	STAD	0.2
TCGA-BR-7723-01	STAD	0.43
TCGA-BR-7901-01	STAD	1
TCGA-BR-7957-01	STAD	0.2
TCGA-BR-7958-01	STAD	0.45
TCGA-BR-7959-01	STAD	0.44
TCGA-BR-8058-01	STAD	0.26
TCGA-BR-8059-01	STAD	0.33
TCGA-BR-8060-01	STAD	0.61
TCGA-BR-8078-01	STAD	0.61
TCGA-BR-8080-01	STAD	0.55
TCGA-BR-8081-01	STAD	0.21
TCGA-BR-8285-01	STAD	0.32
TCGA-BR-8286-01	STAD	0.56
TCGA-BR-8291-01	STAD	0.92
TCGA-BR-8295-01	STAD	0.48
TCGA-BR-8296-01	STAD	0.48
TCGA-BR-8297-01	STAD	0.44
TCGA-BR-8361-01	STAD	0.45
TCGA-BR-8362-01	STAD	0.25
TCGA-BR-8363-01	STAD	0.38
TCGA-BR-8365-01	STAD	0.45
TCGA-BR-8366-01	STAD	0.3
TCGA-BR-8368-01	STAD	0.21
TCGA-BR-8369-01	STAD	1
TCGA-BR-8370-01	STAD	0.46
TCGA-BR-8371-01	STAD	0.25
TCGA-BR-8372-01	STAD	0.2
TCGA-BR-8373-01	STAD	0.62
TCGA-BR-8381-01	STAD	0.21
TCGA-BR-8382-01	STAD	0.18
TCGA-BR-8384-01	STAD	0.26
TCGA-BR-8484-01	STAD	0.97
TCGA-BR-8485-01	STAD	0.51
TCGA-BR-8487-01	STAD	0.26
TCGA-BR-8588-01	STAD	0.22
TCGA-BR-8589-01	STAD	0.5
TCGA-BR-8590-01	STAD	0.28
TCGA-BR-8676-01	STAD	0.21
TCGA-BR-8678-01	STAD	0.66
TCGA-BR-8680-01	STAD	0.2
TCGA-BR-8683-01	STAD	0.76
TCGA-BR-8686-01	STAD	0.77
TCGA-BR-8687-01	STAD	0.78
TCGA-BR-8690-01	STAD	0.98
TCGA-BR-A452-01	STAD	0.31
TCGA-BR-A4CQ-01	STAD	0.71
TCGA-BR-A4CS-01	STAD	1
TCGA-BR-A4IV-01	STAD	0.2
TCGA-BR-A4IZ-01	STAD	0.19
TCGA-BR-A4J1-01	STAD	0.79
TCGA-BR-A4J2-01	STAD	0.34
TCGA-BR-A4J5-01	STAD	0.19
TCGA-BR-A4J7-01	STAD	0.66
TCGA-BR-A4J8-01	STAD	0.69
TCGA-BR-A4J9-01	STAD	0.43
TCGA-BR-A4PD-01	STAD	0.68
TCGA-BR-A4PE-01	STAD	0.56
TCGA-BR-A4PF-01	STAD	0.5
TCGA-BR-A4QL-01	STAD	0.77
TCGA-CD-5798-01	STAD	0.22
TCGA-CD-5800-01	STAD	0.65
TCGA-CD-5802-01	STAD	0.26
TCGA-CD-5803-01	STAD	0.2
TCGA-CD-5804-01	STAD	0.39
TCGA-CD-8524-01	STAD	0.86
TCGA-CD-8525-01	STAD	0.25
TCGA-CD-8529-01	STAD	0.63
TCGA-CD-8532-01	STAD	0.42
TCGA-CD-8533-01	STAD	0.72
TCGA-CD-8534-01	STAD	0.36
TCGA-CD-8535-01	STAD	0.82
TCGA-CD-A486-01	STAD	0.46
TCGA-CD-A487-01	STAD	0.43
TCGA-CD-A489-01	STAD	0.47
TCGA-CD-A48A-01	STAD	1
TCGA-CD-A4MG-01	STAD	0.24
TCGA-CD-A4MJ-01	STAD	0.62
TCGA-CG-4301-01	STAD	0.24
TCGA-CG-4304-01	STAD	0.37
TCGA-CG-4305-01	STAD	0.2
TCGA-CG-4306-01	STAD	0.24
TCGA-CG-4436-01	STAD	0.96
TCGA-CG-4437-01	STAD	0.32
TCGA-CG-4438-01	STAD	0.8
TCGA-CG-4440-01	STAD	0.39
TCGA-CG-4441-01	STAD	0.24
TCGA-CG-4442-01	STAD	0.35
TCGA-CG-4443-01	STAD	0.84
TCGA-CG-4444-01	STAD	0.45
TCGA-CG-4449-01	STAD	0.24
TCGA-CG-4455-01	STAD	0.68
TCGA-CG-4462-01	STAD	0.25
TCGA-CG-4465-01	STAD	0.35
TCGA-CG-4466-01	STAD	0.61
TCGA-CG-4469-01	STAD	0.74
TCGA-CG-4474-01	STAD	0.29
TCGA-CG-4475-01	STAD	0.67
TCGA-CG-4476-01	STAD	0.26
TCGA-CG-5718-01	STAD	0.72
TCGA-CG-5720-01	STAD	0.59
TCGA-CG-5722-01	STAD	0.23
TCGA-CG-5724-01	STAD	0.93
TCGA-CG-5725-01	STAD	0.87
TCGA-CG-5726-01	STAD	0.22
TCGA-CG-5728-01	STAD	0.42
TCGA-CG-5730-01	STAD	0.46
TCGA-CG-5732-01	STAD	0.39
TCGA-CG-5733-01	STAD	0.23
TCGA-CG-5734-01	STAD	0.4
TCGA-D7-5577-01	STAD	0.29
TCGA-D7-5578-01	STAD	0.81
TCGA-D7-5579-01	STAD	0.32
TCGA-D7-6519-01	STAD	0.72
TCGA-D7-6520-01	STAD	0.44
TCGA-D7-6521-01	STAD	0.63
TCGA-D7-6522-01	STAD	0.24
TCGA-D7-6524-01	STAD	0.24
TCGA-D7-6525-01	STAD	0.55
TCGA-D7-6528-01	STAD	0.83
TCGA-D7-6815-01	STAD	0.7
TCGA-D7-6817-01	STAD	0.41
TCGA-D7-6818-01	STAD	0.44
TCGA-D7-6820-01	STAD	0.67
TCGA-D7-6822-01	STAD	0.69
TCGA-D7-8572-01	STAD	0.21
TCGA-D7-8573-01	STAD	0.66
TCGA-D7-8574-01	STAD	0.29
TCGA-D7-8575-01	STAD	0.64
TCGA-D7-8576-01	STAD	0.49
TCGA-D7-8578-01	STAD	0.52
TCGA-D7-A4YV-01	STAD	0.52
TCGA-D7-A4YX-01	STAD	0.27
TCGA-D7-A4YY-01	STAD	0.75
TCGA-D7-A4Z0-01	STAD	0.21
TCGA-D7-A6ET-01	STAD	0.28
TCGA-D7-A6EV-01	STAD	0.59
TCGA-D7-A6EX-01	STAD	0.55
TCGA-D7-A6EY-01	STAD	0.2
TCGA-D7-A6EZ-01	STAD	0.67
TCGA-D7-A747-01	STAD	0.23
TCGA-D7-A748-01	STAD	0.32
TCGA-D7-A74A-01	STAD	0.86
TCGA-EQ-5647-01	STAD	0.56
TCGA-EQ-A4SO-01	STAD	0.64
TCGA-F1-6177-01	STAD	0.68
TCGA-F1-6874-01	STAD	0.23
TCGA-F1-6875-01	STAD	1
TCGA-F1-A448-01	STAD	0.44
TCGA-F1-A72C-01	STAD	0.39
TCGA-FP-7829-01	STAD	0.67
TCGA-FP-7916-01	STAD	0.89
TCGA-FP-8211-01	STAD	0.71
TCGA-FP-8631-01	STAD	0.57
TCGA-FP-A4BF-01	STAD	0.38
TCGA-FP-A8CX-01	STAD	0.92
TCGA-FP-A9TM-01	STAD	0.53
TCGA-HF-7132-01	STAD	0.29
TCGA-HF-7134-01	STAD	0.75
TCGA-HF-7136-01	STAD	0.72
TCGA-HF-A5NB-01	STAD	0.9
TCGA-HJ-7597-01	STAD	0.57
TCGA-HU-8243-01	STAD	0.55
TCGA-HU-8244-01	STAD	0.85
TCGA-HU-8245-01	STAD	0.51
TCGA-HU-8249-01	STAD	0.53
TCGA-HU-8602-01	STAD	0.29
TCGA-HU-8604-01	STAD	0.26
TCGA-HU-8608-01	STAD	0.21
TCGA-HU-8610-01	STAD	0.93
TCGA-HU-A4G6-01	STAD	0.97
TCGA-HU-A4G8-01	STAD	0.33
TCGA-HU-A4G9-01	STAD	0.26
TCGA-HU-A4GC-01	STAD	0.31
TCGA-HU-A4GD-01	STAD	0.66
TCGA-HU-A4GF-01	STAD	0.64
TCGA-HU-A4GN-01	STAD	0.23
TCGA-HU-A4GP-01	STAD	0.84
TCGA-HU-A4GT-01	STAD	0.23
TCGA-HU-A4GX-01	STAD	0.34
TCGA-HU-A4GY-01	STAD	0.68
TCGA-HU-A4H0-01	STAD	0.39
TCGA-HU-A4H2-01	STAD	0.44
TCGA-HU-A4H4-01	STAD	0.32
TCGA-HU-A4H5-01	STAD	0.61
TCGA-HU-A4H8-01	STAD	0.21
TCGA-HU-A4HB-01	STAD	0.28
TCGA-IN-7806-01	STAD	0.64
TCGA-IN-7808-01	STAD	0.28
TCGA-IN-8663-01	STAD	0.8
TCGA-IN-A6RL-01	STAD	0.48
TCGA-IN-A6RN-01	STAD	0.41
TCGA-IN-A6RO-01	STAD	0.72
TCGA-IN-A6RP-01	STAD	0.75
TCGA-IN-A6RS-01	STAD	0.31
TCGA-IN-A7NR-01	STAD	0.94
TCGA-IN-A7NT-01	STAD	0.69
TCGA-IN-A7NU-01	STAD	0.72
TCGA-IN-AB1V-01	STAD	0.3
TCGA-IN-AB1X-01	STAD	0.24
TCGA-IP-7968-01	STAD	0.75
TCGA-KB-A6F7-01	STAD	0.29
TCGA-KB-A93H-01	STAD	0.88
TCGA-KB-A93J-01	STAD	0.51
TCGA-MX-A5UJ-01	STAD	0.3
TCGA-MX-A663-01	STAD	0.64
TCGA-MX-A666-01	STAD	0.25
TCGA-R5-A7ZE-01	STAD	0.74
TCGA-R5-A7ZR-01	STAD	0.62
TCGA-R5-A804-01	STAD	0.23
TCGA-R5-A805-01	STAD	0.45
TCGA-RD-A7BS-01	STAD	0.24
TCGA-RD-A7BW-01	STAD	0.38
TCGA-RD-A7C1-01	STAD	0.28
TCGA-RD-A8MV-01	STAD	0.49
TCGA-RD-A8MW-01	STAD	0.78
TCGA-RD-A8N1-01	STAD	0.75
TCGA-RD-A8N4-01	STAD	0.39
TCGA-RD-A8N9-01	STAD	0.33
TCGA-VQ-A8DL-01	STAD	0.5
TCGA-VQ-A8DT-01	STAD	0.91
TCGA-VQ-A8DU-01	STAD	0.54
TCGA-VQ-A8DV-01	STAD	0.51
TCGA-VQ-A8DZ-01	STAD	0.85
TCGA-VQ-A8E0-01	STAD	0.39
TCGA-VQ-A8E2-01	STAD	0.68
TCGA-VQ-A8E7-01	STAD	0.61
TCGA-VQ-A8P2-01	STAD	0.58
TCGA-VQ-A8PB-01	STAD	0.23
TCGA-VQ-A8PC-01	STAD	0.19
TCGA-VQ-A8PE-01	STAD	0.45
TCGA-VQ-A8PF-01	STAD	0.27
TCGA-VQ-A8PH-01	STAD	0.49
TCGA-VQ-A8PJ-01	STAD	0.72
TCGA-VQ-A8PM-01	STAD	0.7
TCGA-VQ-A8PO-01	STAD	0.21
TCGA-VQ-A8PP-01	STAD	0.21
TCGA-VQ-A8PQ-01	STAD	0.46
TCGA-VQ-A8PS-01	STAD	0.59
TCGA-VQ-A8PU-01	STAD	0.78
TCGA-VQ-A8PY-01	STAD	0.28
TCGA-VQ-A8PZ-01	STAD	0.6
TCGA-VQ-A91A-01	STAD	0.4
TCGA-VQ-A91D-01	STAD	0.23
TCGA-VQ-A91E-01	STAD	0.28
TCGA-VQ-A91K-01	STAD	0.21
TCGA-VQ-A91N-01	STAD	0.64
TCGA-VQ-A91Q-01	STAD	0.63
TCGA-VQ-A91U-01	STAD	0.42
TCGA-VQ-A91W-01	STAD	0.23
TCGA-VQ-A91X-01	STAD	0.93
TCGA-VQ-A91Y-01	STAD	0.31
TCGA-VQ-A91Z-01	STAD	0.73
TCGA-VQ-A922-01	STAD	0.3
TCGA-VQ-A923-01	STAD	0.64
TCGA-VQ-A924-01	STAD	0.23
TCGA-VQ-A925-01	STAD	0.19
TCGA-VQ-A928-01	STAD	0.34
TCGA-VQ-A92D-01	STAD	0.45
TCGA-VQ-A94O-01	STAD	0.51
TCGA-VQ-A94P-01	STAD	0.26
TCGA-VQ-A94R-01	STAD	0.59
TCGA-VQ-A94T-01	STAD	0.69
TCGA-VQ-A94U-01	STAD	0.64
TCGA-VQ-AA64-01	STAD	0.55
TCGA-VQ-AA68-01	STAD	0.42
TCGA-VQ-AA6A-01	STAD	0.47
TCGA-VQ-AA6B-01	STAD	0.65
TCGA-VQ-AA6D-01	STAD	0.7
TCGA-VQ-AA6F-01	STAD	0.82
TCGA-VQ-AA6G-01	STAD	0.35
TCGA-VQ-AA6I-01	STAD	0.68
TCGA-VQ-AA6J-01	STAD	0.57
TCGA-ZA-A8F6-01	STAD	0.39
TCGA-ZQ-A9CR-01	STAD	0.33
TCGA-2G-AAEW-01	TGCT	1
TCGA-2G-AAEX-01	TGCT	0.28
TCGA-2G-AAF4-01	TGCT	0.82
TCGA-2G-AAFG-01	TGCT	0.43
TCGA-2G-AAFI-01	TGCT	0.64
TCGA-2G-AAFL-01	TGCT	0.76
TCGA-2G-AAFO-01	TGCT	0.88
TCGA-2G-AAFV-01	TGCT	0.64
TCGA-2G-AAFY-01	TGCT	0.88
TCGA-2G-AAFZ-01	TGCT	0.46
TCGA-2G-AAG0-01	TGCT	0.48
TCGA-2G-AAG3-01	TGCT	0.27
TCGA-2G-AAG5-01	TGCT	0.73
TCGA-2G-AAG6-01	TGCT	0.34
TCGA-2G-AAG7-01	TGCT	0.74
TCGA-2G-AAG9-01	TGCT	0.43
TCGA-2G-AAGA-01	TGCT	0.5
TCGA-2G-AAGC-01	TGCT	0.41
TCGA-2G-AAGF-01	TGCT	0.41
TCGA-2G-AAGG-01	TGCT	0.33
TCGA-2G-AAGI-01	TGCT	0.42
TCGA-2G-AAGI-05	TGCT	1
TCGA-2G-AAGK-01	TGCT	0.43
TCGA-2G-AAGM-01	TGCT	0.42
TCGA-2G-AAGN-01	TGCT	0.32
TCGA-2G-AAGO-01	TGCT	0.34
TCGA-2G-AAGP-01	TGCT	0.35
TCGA-2G-AAGT-01	TGCT	0.61
TCGA-2G-AAGV-01	TGCT	0.39
TCGA-2G-AAGW-01	TGCT	0.36
TCGA-2G-AAGX-01	TGCT	0.59
TCGA-2G-AAGY-01	TGCT	0.58
TCGA-2G-AAGY-05	TGCT	0.77
TCGA-2G-AAGZ-01	TGCT	0.66
TCGA-2G-AAH0-01	TGCT	0.81
TCGA-2G-AAH2-01	TGCT	0.37
TCGA-2G-AAH3-01	TGCT	0.62
TCGA-2G-AAH4-01	TGCT	0.83
TCGA-2G-AAH8-01	TGCT	0.74
TCGA-2G-AAHA-01	TGCT	0.33
TCGA-2G-AAHC-01	TGCT	0.76
TCGA-2G-AAHL-01	TGCT	0.48
TCGA-2G-AAHN-01	TGCT	0.25
TCGA-2G-AAHP-01	TGCT	0.86
TCGA-2G-AAHP-05	TGCT	0.41
